car-type,car-id,total_visit,total_stay_duration,total_stops,total_num_generalgate,total_num_rangerstop,total_num_camping,total_num_rangerbase,total_num_gate
2,20152305052333-803,1,98.1825,5,1,0,2,0,0
2,20152305052335-966,1,0.3063888888888889,2,0,0,0,0,0
2,20152305082333-92,1,0.3688888888888889,2,0,0,0,0,0
2,20152305092355-533,1,109.64305555555555,6,2,0,2,0,0
2,20152305102359-381,1,0.5780555555555555,7,3,2,0,0,0
2,20152306012336-797,1,1.7052777777777777,12,6,2,2,0,0
2,20152307042315-347,1,90.91166666666666,6,2,0,2,0,0
2,20152308022352-388,1,0.5558333333333333,7,3,2,0,0,0
2,20152308032332-748,1,74.35,12,6,2,2,0,0
2,20152308032338-323,1,0.5980555555555556,4,0,0,2,0,0
2,20152308092357-115,1,0.5658333333333334,7,3,2,0,0,0
2,20152309042301-368,1,45.67333333333333,17,9,4,2,0,0
2,20152309042350-396,1,29.404999999999998,11,5,2,2,0,0
2,20152309052315-705,1,5.087777777777778,11,5,2,2,0,0
2,20152309092303-862,1,50.90083333333333,12,4,4,2,0,0
2,20152309122344-82,1,0.7658333333333334,9,3,2,2,0,0
2,20152310012347-406,1,29.81111111111111,17,9,4,2,0,0
2,20152310032333-876,1,23.122222222222224,12,6,2,2,0,0
2,20152310062330-670,1,1.4447222222222222,9,3,2,2,0,0
2,20152310122310-667,1,0.6258333333333334,4,2,0,0,0,0
2,20152310122331-147,1,0.9313888888888889,6,2,2,0,0,0
2,20152310122332-782,1,127.89972222222222,11,5,2,2,0,0
2,20152311042309-856,1,1.2780555555555555,13,7,2,2,0,0
2,20152311102311-455,1,57.902222222222214,9,3,2,2,0,0
2,20152311122311-487,1,0.5658333333333334,4,2,0,0,0,0
2,20152312032319-646,1,69.0225,6,2,0,2,0,0
2,20152312112319-869,1,100.40388888888889,6,2,0,2,0,0
2,20152313012351-447,1,0.5566666666666666,4,2,0,0,0,0
2,20152313032302-271,1,19.256666666666668,5,1,0,2,0,0
2,20152313042355-59,1,0.9525,9,5,2,0,0,0
2,20152313102357-845,1,97.37055555555555,10,4,2,2,0,0
2,20152314062321-228,1,181.7425,11,5,2,2,0,0
2,20152314082352-547,1,127.78805555555556,5,1,0,2,0,0
2,20152314092359-912,1,0.4825,6,2,2,0,0,0
2,20152315072332-767,1,0.49722222222222223,7,3,2,0,0,0
2,20152315102309-132,1,21.989722222222223,12,6,2,2,0,0
2,20152315102339-716,1,1.1288888888888888,9,5,2,0,0,0
2,20152315112350-62,1,0.6108333333333333,4,2,0,0,0,0
2,20152316042327-753,1,0.7738888888888888,6,2,2,0,0,0
2,20152316052346-175,1,65.71194444444444,8,4,0,2,0,0
2,20152316062304-669,1,0.9633333333333334,7,3,2,0,0,0
2,20152317012342-801,1,26.25027777777778,6,2,0,2,0,0
2,20152317022307-38,1,0.5536111111111112,4,2,0,0,0,0
2,20152317022313-873,1,2.0380555555555557,16,8,4,2,0,0
2,20152317102350-322,1,0.9786111111111111,8,4,2,0,0,0
2,20152318082312-652,1,0.7863888888888889,7,3,2,0,0,0
2,20152318102340-546,1,24.62361111111111,14,6,4,2,0,0
2,20152319062326-778,1,0.5205555555555555,4,2,0,0,0,0
2,20152319062329-368,1,0.5502777777777778,7,3,2,0,0,0
2,20152319102320-697,1,1.8608333333333333,14,6,4,2,0,0
2,20152321032356-54,1,314.9269444444444,7,3,0,2,0,0
2,20152322022322-987,1,0.4711111111111111,7,3,2,0,0,0
2,20152322022341-751,1,16.33138888888889,9,3,2,2,0,0
2,20152322042319-725,1,17.302222222222223,6,2,0,2,0,0
2,20152323032339-44,1,68.37,6,2,0,2,0,0
2,20152323072326-280,1,0.9025,8,4,2,0,0,0
2,20152323072348-119,1,47.35583333333334,12,6,2,2,0,0
2,20152323092311-855,1,0.8922222222222222,8,4,2,0,0,0
2,20152324022320-66,1,0.5244444444444445,3,1,0,0,0,0
2,20152324042300-801,1,0.46805555555555556,3,1,0,0,0,0
2,20152324052315-848,1,0.3527777777777778,2,0,0,0,0,0
2,20152324062346-315,1,0.7194444444444444,6,2,0,2,0,0
2,20152324122302-106,1,1.1080555555555556,8,4,2,0,0,0
2,20152325032338-563,1,50.69611111111111,5,1,0,2,0,0
2,20152325092351-461,1,1.2594444444444444,10,4,2,2,0,0
2,20152327072313-908,1,0.7741666666666667,6,2,2,0,0,0
2,20152327072324-277,1,34.60805555555555,17,9,4,2,0,0
2,20152329062349-272,1,1.1177777777777778,8,4,2,0,0,0
2,20152401042423-667,1,1.4425,12,6,2,2,0,0
2,20152402022405-673,1,0.98,9,5,2,0,0,0
2,20152402112425-692,1,1.1252777777777778,9,5,2,0,0,0
2,20152403022431-861,1,0.41805555555555557,2,0,0,0,0,0
2,20152403072422-587,1,3.0708333333333333,5,1,0,2,0,0
2,20152403092454-380,1,76.21166666666667,12,6,2,2,0,0
2,20152403122407-918,1,199.81666666666666,6,2,0,2,0,0
2,20152403122411-987,1,0.41833333333333333,2,0,0,0,0,0
2,20152403122426-392,1,2.238611111111111,17,9,4,2,0,0
2,20152405012441-733,1,0.5630555555555555,4,2,0,0,0,0
2,20152405022459-647,1,0.30472222222222223,2,0,0,0,0,0
2,20152405042448-474,1,18.448888888888888,13,5,2,4,0,0
2,20152405052429-552,1,0.3527777777777778,2,0,0,0,0,0
2,20152405072434-384,1,0.9622222222222222,7,3,2,0,0,0
2,20152407092408-902,1,0.5269444444444444,7,3,2,0,0,0
2,20152407112407-347,1,0.9313888888888889,9,3,2,2,0,0
2,20152408032407-297,1,47.34722222222222,13,7,2,2,0,0
2,20152408052435-531,1,66.895,7,3,0,2,0,0
2,20152408102406-549,1,75.8125,7,3,0,2,0,0
2,20152408122408-513,1,0.56,7,3,2,0,0,0
2,20152409032441-824,1,280.6461111111111,12,4,4,2,0,0
2,20152409072455-322,1,0.9330555555555555,8,4,2,0,0,0
2,20152410062418-384,1,0.9655555555555555,9,3,2,2,0,0
2,20152410062442-798,1,0.5272222222222223,7,3,2,0,0,0
2,20152411062410-916,1,0.8116666666666666,9,3,2,2,0,0
2,20152412092409-540,1,198.83388888888888,9,3,2,2,0,0
2,20152412112444-843,1,0.9933333333333333,9,5,2,0,0,0
2,20152413082458-639,1,4.491388888888889,9,3,2,2,0,0
2,20152414072405-565,1,121.96916666666667,10,4,2,2,0,0
2,20152414112403-762,1,33.33861111111111,12,6,2,2,0,0
2,20152414122415-656,1,128.07527777777779,17,9,4,2,0,0
2,20152415022421-459,1,0.9736111111111111,9,5,2,0,0,0
2,20152415082432-673,1,132.6488888888889,11,5,2,2,0,0
2,20152415102404-680,1,83.57333333333334,11,5,2,2,0,0
2,20152416052437-776,1,0.5208333333333334,7,3,2,0,0,0
2,20152416092419-925,1,0.5561111111111111,6,2,2,0,0,0
2,20152416092443-318,1,50.90555555555556,6,2,0,2,0,0
2,20152416102430-660,1,106.48138888888889,11,5,2,2,0,0
2,20152417072435-96,1,0.9286111111111112,6,2,2,0,0,0
2,20152419032457-473,1,175.28,13,7,2,2,0,0
2,20152420022410-547,1,0.9097222222222222,8,4,2,0,0,0
2,20152420022419-264,1,16.802777777777777,6,2,0,2,0,0
2,20152420122429-39,1,66.75527777777778,16,8,4,2,0,0
2,20152420122455-589,1,0.9775,8,4,2,0,0,0
2,20152421042448-292,1,1.275,11,5,2,2,0,0
2,20152422072455-952,1,2.1083333333333334,6,2,0,2,0,0
2,20152423022412-719,1,2.3519444444444444,16,8,4,2,0,0
2,20152423092439-48,1,0.5327777777777778,4,2,0,0,0,0
2,20152424032429-194,1,92.13638888888889,17,9,4,2,0,0
2,20152424062441-168,1,205.1863888888889,17,9,4,2,0,0
2,20152424062452-330,1,132.79611111111112,13,7,2,2,0,0
2,20152424092415-398,1,51.806666666666665,7,3,0,2,0,0
2,20152424092452-62,1,0.5125,7,3,2,0,0,0
2,20152424112431-241,1,0.6180555555555556,4,2,0,0,0,0
2,20152425122402-939,1,1.0033333333333334,9,5,2,0,0,0
2,20152426062421-939,1,0.77,6,2,2,0,0,0
2,20152426082409-815,1,0.505,7,3,2,0,0,0
2,20152429082415-229,1,1.1044444444444443,8,4,2,0,0,0
2,20152430032437-581,1,48.531666666666666,12,6,2,2,0,0
2,20152430092403-586,1,1.0955555555555556,6,2,0,2,0,0
2,20152430092422-260,1,0.3333333333333333,2,0,0,0,0,0
2,20152431022403-301,1,16.297777777777778,11,5,2,2,0,0
2,20152431042401-601,1,0.5408333333333334,7,3,2,0,0,0
2,20152431052426-912,1,0.4822222222222222,3,1,0,0,0,0
2,20152431122444-914,1,49.52083333333333,6,2,0,2,0,0
2,20152501032517-581,1,73.54833333333333,6,2,0,2,0,0
2,20152501062522-694,1,34.05944444444445,6,2,0,2,0,0
2,20152502052558-440,1,2.917222222222222,6,2,0,2,0,0
2,20152503012502-560,1,0.47555555555555556,6,2,2,0,0,0
2,20152504042522-96,1,172.93166666666667,14,6,4,2,0,0
2,20152504072503-198,1,79.07777777777778,11,5,2,2,0,0
2,20152504102511-329,1,357.8722222222222,7,3,0,2,0,0
2,20152504102537-658,1,95.92527777777778,18,10,4,2,0,0
2,20152504112551-431,1,56.04138888888889,6,2,0,2,0,0
2,20152506042511-712,1,112.34749999999998,17,9,4,2,0,0
2,20152506122555-795,1,171.92333333333335,12,6,2,2,0,0
2,20152507042513-559,1,0.9052777777777777,6,2,2,0,0,0
2,20152507052543-844,1,124.27,11,5,2,2,0,0
2,20152507072524-315,1,60.07555555555556,11,5,2,2,0,0
2,20152508122539-888,1,0.5877777777777777,6,2,2,0,0,0
2,20152509062517-713,1,0.30083333333333334,2,0,0,0,0,0
2,20152509072533-673,1,47.466944444444444,7,3,0,2,0,0
2,20152509122522-677,1,0.9588888888888889,6,2,2,0,0,0
2,20152510112541-380,1,1.4341666666666666,14,6,4,2,0,0
2,20152511062558-155,1,0.39222222222222225,2,0,0,0,0,0
2,20152511082550-104,1,1.2841666666666667,11,5,2,2,0,0
2,20152512052534-249,1,112.37416666666667,12,6,2,2,0,0
2,20152513092510-818,1,34.86388888888889,14,6,4,2,0,0
2,20152513102540-141,1,1.5469444444444445,12,6,2,2,0,0
2,20152513102558-161,1,72.14333333333333,18,10,4,2,0,0
2,20152514082508-137,1,0.5058333333333334,7,3,2,0,0,0
2,20152515062540-976,1,74.06277777777778,12,6,2,2,0,0
2,20152515082556-333,1,46.22555555555556,11,5,2,2,0,0
2,20152515102520-183,1,1.3927777777777777,14,6,4,2,0,0
2,20152516032549-968,1,0.7844444444444445,7,3,2,0,0,0
2,20152516042528-805,1,119.10083333333333,11,5,2,2,0,0
2,20152516072546-954,1,0.49694444444444447,6,2,2,0,0,0
2,20152516102554-495,1,0.5563888888888889,6,2,2,0,0,0
2,20152517012540-586,1,164.72027777777777,18,10,4,2,0,0
2,20152517082550-64,1,0.45055555555555554,6,2,2,0,0,0
2,20152518012558-924,1,220.4488888888889,5,1,0,2,0,0
2,20152518042537-745,1,29.571944444444444,6,2,0,2,0,0
2,20152518112549-926,1,172.1663888888889,13,7,2,2,0,0
2,20152519062544-210,1,0.9219444444444445,8,4,2,0,0,0
2,20152519082511-770,1,101.38416666666664,12,6,2,2,0,0
2,20152519102554-161,1,33.037499999999994,12,6,2,2,0,0
2,20152520022515-874,1,88.97111111111111,11,5,2,2,0,0
2,20152520092520-405,1,36.87583333333333,17,9,4,2,0,0
2,20152521082513-203,1,0.5,7,3,2,0,0,0
2,20152521082543-773,1,23.05527777777778,18,10,4,2,0,0
2,20152522072551-380,1,36.988055555555555,17,9,4,2,0,0
2,20152523062510-74,1,75.0111111111111,13,7,2,2,0,0
2,20152524042554-641,1,0.31833333333333336,2,0,0,0,0,0
2,20152525012508-370,1,0.32916666666666666,2,0,0,0,0,0
2,20152525042519-381,1,29.811944444444446,13,7,2,2,0,0
2,20152525082524-985,1,0.8319444444444445,7,3,2,0,0,0
2,20152525102559-950,1,36.672777777777775,18,10,4,2,0,0
2,20152526062530-151,1,7.058333333333334,7,3,0,2,0,0
2,20152527022522-115,1,0.08944444444444444,4,0,0,2,0,0
2,20152527022531-64,1,22.294166666666666,12,6,2,2,0,0
2,20152527102521-92,1,237.1019444444444,5,1,0,2,0,0
2,20152527102554-683,1,1.9211111111111112,14,6,4,2,0,0
2,20152528052550-543,1,7.109166666666667,9,3,2,2,0,0
2,20152528092556-30,1,31.951666666666668,13,7,2,2,0,0
2,20152528102542-269,1,1.111388888888889,14,6,4,2,0,0
2,20152528112512-496,1,0.9561111111111111,9,5,2,0,0,0
2,20152529022528-642,1,32.02777777777778,7,3,0,2,0,0
2,20152529062500-596,1,39.86194444444445,4,0,0,2,0,0
2,20152529072547-796,1,53.88416666666666,7,3,0,2,0,0
2,20152529092504-987,1,69.12361111111112,5,1,0,2,0,0
2,20152529092545-735,1,0.8783333333333333,7,3,2,0,0,0
2,20152529102538-290,1,0.9430555555555555,9,5,2,0,0,0
2,20152530042540-171,1,0.5613888888888888,4,2,0,0,0,0
2,20152530112555-432,1,1.045,9,5,2,0,0,0
2,20152531032502-40,1,27.884444444444444,7,3,0,2,0,0
2,20152601062655-890,1,0.48833333333333334,6,2,2,0,0,0
2,20152601112611-300,1,102.53083333333333,16,8,4,2,0,0
2,20152602072655-429,1,0.3738888888888889,4,0,0,2,0,0
2,20152602072659-678,1,0.4652777777777778,3,1,0,0,0,0
2,20152602112608-911,1,45.73833333333334,12,6,2,2,0,0
2,20152602122642-940,1,0.8908333333333334,8,4,0,2,0,0
2,20152603012609-626,1,1.1155555555555556,8,4,2,0,0,0
2,20152603062609-710,1,121.81638888888887,7,3,0,2,0,0
2,20152604112641-515,1,0.39666666666666667,2,0,0,0,0,0
2,20152604122627-392,1,0.5436111111111112,4,2,0,0,0,0
2,20152605042639-261,1,18.328055555555554,11,5,2,2,0,0
2,20152606052635-272,1,0.9186111111111112,6,2,2,0,0,0
2,20152606102611-230,1,29.277222222222225,12,6,2,2,0,0
2,20152607012632-335,1,1.1630555555555555,9,3,2,2,0,0
2,20152607012655-615,1,0.5455555555555556,4,2,0,0,0,0
2,20152607042623-797,1,1.0444444444444445,9,5,2,0,0,0
2,20152607092603-350,1,128.44583333333333,11,5,2,2,0,0
2,20152607112632-973,1,69.27805555555555,6,2,0,2,0,0
2,20152608082638-702,1,55.14972222222223,10,4,2,2,0,0
2,20152610022639-223,1,0.5522222222222222,6,2,2,0,0,0
2,20152610022654-88,1,1.0080555555555555,8,4,2,0,0,0
2,20152610032628-677,1,0.2861111111111111,2,0,0,0,0,0
2,20152611022640-459,1,0.2152777777777778,6,2,0,2,0,0
2,20152611042652-570,1,0.7325,6,2,2,0,0,0
2,20152613102657-412,1,23.111944444444443,9,3,2,2,0,0
2,20152614112619-98,1,55.36472222222222,6,2,0,2,0,0
2,20152614122614-782,1,32.37166666666666,14,6,4,2,0,0
2,20152615012610-377,1,98.42277777777778,12,6,2,2,0,0
2,20152615032614-151,1,0.3547222222222222,2,0,0,0,0,0
2,20152615072606-62,1,39.14666666666667,11,5,2,2,0,0
2,20152616022624-356,1,1.7016666666666667,17,9,4,2,0,0
2,20152616032618-514,1,22.2225,6,2,0,2,0,0
2,20152616072652-905,1,52.528888888888886,7,3,0,2,0,0
2,20152616112648-695,1,27.65444444444444,9,3,2,2,0,0
2,20152617012638-107,1,0.5283333333333333,4,2,0,0,0,0
2,20152618062642-81,1,126.2875,4,0,0,2,0,0
2,20152619012615-221,1,1.5219444444444445,11,5,2,2,0,0
2,20152619062652-455,1,3.0694444444444446,5,1,0,2,0,0
2,20152619072610-850,1,154.7675,6,2,0,2,0,0
2,20152620012607-238,1,1.2752777777777777,7,3,0,2,0,0
2,20152620052624-864,1,0.4761111111111111,6,2,2,0,0,0
2,20152620092652-624,1,48.42305555555556,11,5,2,2,0,0
2,20152620102631-377,1,0.538888888888889,7,3,2,0,0,0
2,20152620122646-486,1,1.2847222222222223,11,5,2,2,0,0
2,20152621062629-429,1,151.12694444444443,11,5,2,2,0,0
2,20152622012613-387,1,178.20361111111112,11,5,2,2,0,0
2,20152622042630-66,1,0.6216666666666667,7,3,2,0,0,0
2,20152624012651-349,1,0.4711111111111111,6,2,2,0,0,0
2,20152624042644-559,1,0.2941666666666667,2,0,0,0,0,0
2,20152624122615-528,1,0.31833333333333336,2,0,0,0,0,0
2,20152625072651-427,1,6.420277777777778,11,5,2,2,0,0
2,20152628112645-216,1,73.57111111111111,18,10,4,2,0,0
2,20152629072643-892,1,1.5655555555555556,16,8,4,2,0,0
2,20152630062606-542,1,0.9397222222222222,8,4,2,0,0,0
2,20152631082611-613,1,224.61861111111108,11,5,2,2,0,0
2,20152701042737-169,1,0.8605555555555555,7,3,2,0,0,0
2,20152701072708-253,1,0.5352777777777777,3,1,0,0,0,0
2,20152703072701-166,1,119.68972222222222,8,4,0,2,0,0
2,20152703112748-47,1,80.40416666666667,13,7,2,2,0,0
2,20152704022721-344,1,79.13111111111111,9,3,2,2,0,0
2,20152704052713-407,1,0.42444444444444446,3,1,0,0,0,0
2,20152704102759-689,1,0.8327777777777777,6,2,2,0,0,0
2,20152704112753-610,1,1.6147222222222222,16,8,4,2,0,0
2,20152705042730-318,1,26.431388888888893,12,6,2,2,0,0
2,20152705112755-32,1,49.05916666666667,6,2,0,2,0,0
2,20152705122752-45,1,0.6083333333333333,4,2,0,0,0,0
2,20152706042715-176,1,1.586111111111111,12,6,2,2,0,0
2,20152706102715-95,1,284.54472222222216,7,3,0,2,0,0
2,20152706112749-394,1,34.50138888888889,6,2,0,2,0,0
2,20152706122712-540,1,23.249444444444446,12,6,2,2,0,0
2,20152707052737-344,1,0.5452777777777778,6,2,2,0,0,0
2,20152707062703-3,1,31.519166666666667,6,2,0,2,0,0
2,20152707122725-774,1,0.9927777777777778,7,3,2,0,0,0
2,20152708012754-464,1,92.69555555555556,12,6,2,2,0,0
2,20152708072750-181,1,0.3358333333333333,2,0,0,0,0,0
2,20152709032721-99,1,0.5616666666666668,6,2,2,0,0,0
2,20152709072702-390,1,31.394444444444446,5,1,0,2,0,0
2,20152709092720-465,1,74.78916666666667,12,6,2,2,0,0
2,20152710092718-59,1,0.9255555555555556,6,2,2,0,0,0
2,20152711032704-985,1,75.515,16,8,4,2,0,0
2,20152711092738-80,1,1.095,8,4,2,0,0,0
2,20152711112746-346,1,20.3925,11,5,2,2,0,0
2,20152711112755-796,1,0.9777777777777777,8,4,2,0,0,0
2,20152711122705-744,1,33.971666666666664,14,6,4,2,0,0
2,20152712012712-669,1,20.030277777777776,18,10,4,2,0,0
2,20152712102715-951,1,56.53055555555556,17,9,4,2,0,0
2,20152713112722-565,1,71.69583333333334,8,4,0,2,0,0
2,20152713122724-631,1,0.325,2,0,0,0,0,0
2,20152714022709-931,1,45.80388888888889,13,7,2,2,0,0
2,20152715082740-609,1,126.9575,7,3,0,2,0,0
2,20152715102715-129,1,92.11722222222222,7,3,0,2,0,0
2,20152716092742-820,1,0.5308333333333334,3,1,0,0,0,0
2,20152717092705-306,1,0.39611111111111114,2,0,0,0,0,0
2,20152718042732-411,1,46.49138888888889,7,3,0,2,0,0
2,20152718122750-655,1,0.325,2,0,0,0,0,0
2,20152719042722-615,1,0.9472222222222222,9,5,2,0,0,0
2,20152719052719-134,1,0.7755555555555556,6,2,2,0,0,0
2,20152719082724-919,1,0.6233333333333333,4,2,0,0,0,0
2,20152721012702-519,1,25.61472222222222,7,3,0,2,0,0
2,20152723112750-60,1,1.4127777777777777,13,7,2,2,0,0
2,20152723122738-832,1,1.711111111111111,11,5,2,2,0,0
2,20152723122754-803,1,2.288611111111111,18,10,4,2,0,0
2,20152724032744-453,1,141.39388888888888,14,6,4,2,0,0
2,20152725052758-524,1,193.09805555555556,8,4,0,2,0,0
2,20152725072754-511,1,0.5044444444444445,6,2,2,0,0,0
2,20152725112715-664,1,0.5113888888888889,6,2,2,0,0,0
2,20152726012729-506,1,42.39805555555556,6,2,0,2,0,0
2,20152726042728-687,1,71.04611111111112,6,2,0,2,0,0
2,20152727032734-400,1,46.941944444444445,6,2,0,2,0,0
2,20152727062727-421,1,0.5402777777777777,7,3,2,0,0,0
2,20152728032742-198,1,0.5063888888888889,4,2,0,0,0,0
2,20152728102705-563,1,0.5538888888888889,4,2,0,0,0,0
2,20152729012753-836,1,1.235,11,5,2,2,0,0
2,20152729032736-810,1,30.4625,4,0,0,2,0,0
2,20152729032750-703,1,18.66583333333333,11,5,2,2,0,0
2,20152729042736-714,1,122.24388888888889,7,3,0,2,0,0
2,20152729112721-705,1,199.20694444444445,9,3,2,2,0,0
2,20152730012738-814,1,1.4766666666666666,16,8,4,2,0,0
2,20152730052714-154,1,50.42611111111111,13,7,2,2,0,0
2,20152730062723-66,1,25.719444444444445,12,6,2,2,0,0
2,20152730102727-969,1,0.28583333333333333,2,0,0,0,0,0
2,20152801032847-862,1,77.65305555555555,9,3,2,2,0,0
2,20152801102848-547,1,84.825,18,10,4,2,0,0
2,20152803062833-268,1,0.33305555555555555,2,0,0,0,0,0
2,20152803072816-844,1,122.49527777777777,11,5,2,2,0,0
2,20152804012816-125,1,95.22444444444444,9,3,2,2,0,0
2,20152804012852-864,1,1.128611111111111,9,5,2,0,0,0
2,20152804042857-608,1,0.8902777777777777,8,4,2,0,0,0
2,20152804092840-293,1,0.9680555555555556,7,3,0,2,0,0
2,20152804122805-486,1,22.109166666666667,7,3,0,2,0,0
2,20152805032829-255,1,1.3877777777777778,11,5,2,2,0,0
2,20152805082823-737,1,78.9625,7,3,0,2,0,0
2,20152808112822-341,1,1.0563888888888888,9,5,2,0,0,0
2,20152809012825-91,1,0.5397222222222222,7,3,2,0,0,0
2,20152809062856-589,1,8.654166666666667,12,6,2,2,0,0
2,20152810012838-269,1,0.8713888888888889,6,2,2,0,0,0
2,20152811102800-454,1,1.3691666666666666,13,7,2,2,0,0
2,20152812042819-422,1,22.861666666666668,12,6,2,2,0,0
2,20152812082822-19,1,1.0138888888888888,9,5,2,0,0,0
2,20152813042802-5,1,93.68055555555556,12,4,4,2,0,0
2,20152813042852-20,1,112.08722222222224,13,7,2,2,0,0
2,20152813122838-287,1,118.06444444444445,11,5,2,2,0,0
2,20152814012834-417,1,118.65027777777777,17,9,4,2,0,0
2,20152814122805-968,1,149.43777777777777,7,3,0,2,0,0
2,20152815022801-210,1,0.3522222222222222,2,0,0,0,0,0
2,20152815022831-831,1,0.49972222222222223,7,3,2,0,0,0
2,20152815042814-977,1,72.7063888888889,11,5,2,2,0,0
2,20152815062858-974,1,0.8580555555555556,6,2,0,2,0,0
2,20152815102844-133,1,107.80027777777778,6,2,0,2,0,0
2,20152816082854-883,1,0.6047222222222223,7,3,2,0,0,0
2,20152817062832-264,1,106.39333333333333,6,2,0,2,0,0
2,20152817062846-890,1,63.71999999999999,6,2,0,2,0,0
2,20152818052857-251,1,0.4488888888888889,6,2,2,0,0,0
2,20152819062830-519,1,132.54222222222222,11,5,2,2,0,0
2,20152819072857-484,1,204.95055555555555,18,10,4,2,0,0
2,20152819112852-444,1,199.98583333333335,12,6,2,2,0,0
2,20152821042813-361,1,66.73833333333333,17,9,4,2,0,0
2,20152821052831-499,1,0.8177777777777778,9,3,2,2,0,0
2,20152821082849-866,1,0.3927777777777778,2,0,0,0,0,0
2,20152821092812-926,1,1.1841666666666666,9,5,2,0,0,0
2,20152821092859-995,1,0.5405555555555555,4,2,0,0,0,0
2,20152821122809-260,1,1.208611111111111,12,6,2,2,0,0
2,20152822042853-889,1,0.68,5,1,0,2,0,0
2,20152822052837-707,1,145.46638888888887,10,4,2,2,0,0
2,20152822102830-453,1,0.7136111111111111,6,2,0,2,0,0
2,20152822122853-937,1,76.865,5,1,0,2,0,0
2,20152823032832-378,1,16.820555555555554,12,6,2,2,0,0
2,20152824092842-466,1,0.7380555555555556,6,2,2,0,0,0
2,20152824102831-487,1,0.5655555555555555,6,2,2,0,0,0
2,20152824112838-319,1,0.33361111111111114,2,0,0,0,0,0
2,20152824122825-461,1,260.0719444444444,12,6,2,2,0,0
2,20152825022854-960,1,0.9291666666666667,6,2,2,0,0,0
2,20152825122807-418,1,0.7855555555555556,6,2,2,0,0,0
2,20152827022858-442,1,48.143611111111106,7,3,0,2,0,0
2,20152827042814-470,1,41.908611111111114,12,6,2,2,0,0
2,20152827092833-950,1,56.173055555555564,12,6,2,2,0,0
2,20152828012807-551,1,82.61333333333333,11,5,2,2,0,0
2,20152828012850-335,1,0.36333333333333334,2,0,0,0,0,0
2,20152828022814-896,1,0.8069444444444445,6,2,2,0,0,0
2,20152829102829-430,1,73.70055555555555,12,6,2,2,0,0
2,20152829122804-337,1,1.0816666666666668,8,4,2,0,0,0
2,20152830032844-398,1,29.101388888888888,9,3,2,2,0,0
2,20152830052802-839,1,24.19388888888889,9,3,2,2,0,0
2,20152830082847-300,1,63.16333333333334,9,3,2,2,0,0
2,20152830112817-503,1,35.42305555555556,17,9,4,2,0,0
2,20152901012954-69,1,0.5897222222222223,4,2,0,0,0,0
2,20152902112948-976,1,47.33222222222222,7,3,0,2,0,0
2,20152903062933-773,1,9.429166666666667,14,6,4,2,0,0
2,20152904022933-687,1,112.95277777777778,13,7,2,2,0,0
2,20152904122907-350,1,0.7644444444444445,6,2,2,0,0,0
2,20152906012915-562,1,0.8133333333333334,6,2,0,2,0,0
2,20152906042948-212,1,1.8933333333333333,17,9,4,2,0,0
2,20152906062916-113,1,0.55,4,2,0,0,0,0
2,20152907052915-532,1,37.309444444444445,11,5,2,2,0,0
2,20152907052937-712,1,0.9422222222222222,9,5,2,0,0,0
2,20152907062931-133,1,31.21388888888889,7,3,0,2,0,0
2,20152907072904-713,1,0.42972222222222223,3,1,0,0,0,0
2,20152907092902-279,1,338.0727777777778,12,6,2,2,0,0
2,20152907102943-591,1,0.4255555555555556,3,1,0,0,0,0
2,20152907112958-34,1,21.350833333333334,6,2,0,2,0,0
2,20152908012941-964,1,42.124722222222225,6,2,0,2,0,0
2,20152908112909-319,1,169.3936111111111,18,10,4,2,0,0
2,20152910022924-572,1,49.51111111111111,4,0,0,2,0,0
2,20152910112929-470,1,1.373888888888889,10,4,2,2,0,0
2,20152911072956-499,1,0.4741666666666667,7,3,2,0,0,0
2,20152913122916-642,1,27.61916666666667,6,2,0,2,0,0
2,20152914062912-293,1,34.03861111111111,16,8,4,2,0,0
2,20152914112921-623,1,0.7444444444444445,6,2,2,0,0,0
2,20152917022938-308,1,31.978055555555557,7,3,0,2,0,0
2,20152917022939-684,1,55.29500000000001,5,1,0,2,0,0
2,20152917072906-13,1,147.41472222222222,7,3,0,2,0,0
2,20152918052926-426,1,10.546388888888888,9,3,2,2,0,0
2,20152918052938-439,1,166.56416666666667,6,2,0,2,0,0
2,20152918072959-170,1,0.4872222222222222,4,2,0,0,0,0
2,20152918102936-198,1,0.9627777777777777,8,4,2,0,0,0
2,20152918122930-367,1,50.013888888888886,9,3,2,2,0,0
2,20152918122941-170,1,1.0005555555555556,9,5,2,0,0,0
2,20152919022949-193,1,77.49888888888889,12,6,2,2,0,0
2,20152919062956-312,1,87.45722222222223,7,3,0,2,0,0
2,20152919082940-780,1,110.70416666666667,6,2,0,2,0,0
2,20152920072900-597,1,61.456944444444446,12,6,2,2,0,0
2,20152920082926-172,1,0.4261111111111111,2,0,0,0,0,0
2,20152921082952-995,1,124.43527777777778,14,6,4,2,0,0
2,20152921092953-210,1,71.77055555555556,18,10,4,2,0,0
2,20152921102948-216,1,1.2333333333333334,11,5,2,2,0,0
2,20152922022915-661,1,52.370555555555555,13,7,2,2,0,0
2,20152922052930-485,1,0.4125,3,1,0,0,0,0
2,20152922072911-283,1,61.422777777777775,17,9,4,2,0,0
2,20152922082911-839,1,157.11583333333334,10,4,2,2,0,0
2,20152923052930-400,1,0.9705555555555555,9,5,2,0,0,0
